OrderID,CustomerID,SKU,Description
202150,1250,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202151,1251,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202152,1252,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202153,1253,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202154,1254,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202155,1255,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202156,1256,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202157,1257,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202158,1258,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202159,1259,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202160,1260,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202161,1261,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202162,1262,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202163,1263,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202164,1264,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202165,1265,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202166,1266,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202167,1267,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202168,1268,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202169,1269,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202170,1270,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202171,1271,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202172,1272,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202173,1273,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202174,1274,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202175,1275,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202176,1276,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202177,1277,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202178,1278,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202179,1279,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202180,1280,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202181,1281,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202182,1282,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202183,1283,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202184,1284,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202185,1285,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202186,1286,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202187,1287,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202188,1288,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202189,1289,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202190,1290,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202191,1291,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202192,1292,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202193,1293,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202194,1294,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202195,1295,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202196,1296,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202197,1297,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202198,1298,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202199,1299,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202200,1300,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202201,1301,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202202,1302,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202203,1303,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202204,1304,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202205,1305,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202206,1306,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202207,1307,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202208,1308,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202209,1309,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202210,1310,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202211,1311,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202212,1312,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202213,1313,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202214,1314,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202215,1315,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202216,1316,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202217,1317,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202218,1318,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202219,1319,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202220,1320,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202221,1321,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202222,1322,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202223,1323,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202224,1324,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202225,1325,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202226,1326,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202227,1327,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202228,1328,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202229,1329,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202230,1330,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202231,1331,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202232,1332,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202233,1333,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202234,1334,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202235,1335,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202236,1336,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202237,1337,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202238,1338,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202239,1339,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202240,1340,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202241,1341,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202242,1342,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202243,1343,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202244,1344,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202245,1345,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202246,1346,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202247,1347,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202248,1348,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202249,1349,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202250,1350,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202251,1351,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202252,1352,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202253,1353,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202254,1354,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202255,1355,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202256,1356,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202257,1357,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202258,1358,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202259,1359,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202260,1360,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202261,1361,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202262,1362,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202263,1363,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202264,1364,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202265,1365,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202266,1366,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202267,1367,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202268,1368,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202269,1369,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202270,1370,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202271,1371,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202272,1372,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202273,1373,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202274,1374,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202275,1375,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202276,1376,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202277,1377,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202278,1378,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202279,1379,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202280,1380,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202281,1381,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202282,1382,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202283,1383,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202284,1384,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202285,1385,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202286,1386,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202287,1387,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202288,1388,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202289,1389,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202290,1390,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202291,1391,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202292,1392,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202293,1393,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202294,1394,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202295,1395,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202296,1396,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202297,1397,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202298,1398,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202299,1399,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202300,1400,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202301,1401,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202302,1402,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202303,1403,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202304,1404,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202305,1405,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202306,1406,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202307,1407,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202308,1408,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202309,1409,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202310,1410,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202311,1411,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202312,1412,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202313,1413,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202314,1414,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202315,1415,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202316,1416,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202317,1417,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202318,1418,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202319,1419,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202320,1420,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202321,1421,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202322,1422,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202323,1423,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202324,1424,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202325,1425,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202326,1426,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202327,1427,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202328,1428,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202329,1429,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202330,1430,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202331,1431,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202332,1432,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202333,1433,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202334,1434,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202335,1435,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202336,1436,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202337,1437,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202338,1438,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202339,1439,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202340,1440,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202341,1441,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202342,1442,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202343,1443,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202344,1444,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202345,1445,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202346,1446,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202347,1447,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202348,1448,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202349,1449,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202350,1450,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202351,1451,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202352,1452,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202353,1453,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202354,1454,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202355,1455,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202356,1456,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202357,1457,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202358,1458,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202359,1459,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202360,1460,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202361,1461,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202362,1462,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202363,1463,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202364,1464,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202365,1465,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202366,1466,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202367,1467,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202368,1468,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202369,1469,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202370,1470,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202371,1471,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202372,1472,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202373,1473,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202374,1474,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202375,1475,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202376,1476,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202377,1477,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202378,1478,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202379,1479,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202380,1480,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202381,1481,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202382,1482,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202383,1483,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202384,1484,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202385,1485,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202386,1486,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202387,1487,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202388,1488,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202389,1489,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202390,1490,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202391,1491,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202392,1492,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202393,1493,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202394,1494,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202395,1495,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202396,1496,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202397,1497,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202398,1498,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202399,1499,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
